qid,policy,representation,packer,em,f1,ans_in_context,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
2hop__460946_294723,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
2hop__252311_366220,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0
2hop__701895_752697,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.6915,0.5,94.0,0.5,0.0
2hop__259228_793698,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0
2hop__481349_302087,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5658,0.5,76.0,0.5,0.0
2hop__697790_864352,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4368,0.5,87.0,0.5,0.0
2hop__207476_625987,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4,0.5,90.0,0.5,0.0
2hop__390947_232243,chunk_packed_96,chunk,packed,0.0,0.8,1.0,0.6585,1.0,82.0,1.0,1.0
2hop__354635_174222,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.7079,0.5,89.0,0.5,0.0
2hop__635187_861533,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.375,0.5,88.0,0.5,0.0
2hop__166824_185403,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,92.0,0.5,0.0
2hop__698577_851686,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,90.0,0.5,0.0
2hop__362107_652514,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.5443,0.5,79.0,1.0,1.0
2hop__402530_774333,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.2625,0.5,80.0,0.5,0.0
2hop__195917_575657,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3933,0.5,89.0,0.5,0.0
2hop__683835_709167,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5556,0.5,72.0,0.5,0.0
2hop__197470_271394,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4235,1.0,85.0,1.0,1.0
2hop__458131_174974,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,91.0,0.5,0.0
2hop__299142_347613,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3146,0.5,89.0,0.5,0.0
2hop__528263_865831,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5366,0.5,82.0,0.5,0.0
2hop__569582_304416,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,89.0,1.0,1.0
2hop__505860_650613,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4731,0.5,93.0,0.5,0.0
2hop__821197_368148,chunk_packed_96,chunk,packed,0.0,0.6667,1.0,0.5638,1.0,94.0,1.0,1.0
2hop__554167_451128,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.6979,0.5,96.0,0.5,0.0
2hop__702496_430061,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,96.0,0.5,0.0
2hop__549146_223121,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0
2hop__647996_551681,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,65.0,0.5,0.0
2hop__673655_316668,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4776,0.5,67.0,0.5,0.0
2hop__574419_270105,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4255,0.5,94.0,0.5,0.0
2hop__403712_793210,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.1477,0.5,88.0,1.0,1.0
2hop__832795_350510,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4394,0.5,66.0,0.5,0.0
2hop__744055_408817,chunk_packed_96,chunk,packed,1.0,1.0,1.0,0.5897,1.0,78.0,1.0,1.0
2hop__726717_610238,chunk_packed_96,chunk,packed,0.0,0.5714,1.0,1.0,1.0,83.0,1.0,1.0
2hop__499577_617190,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5976,0.5,82.0,1.0,1.0
2hop__685280_510757,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,88.0,0.5,0.0
2hop__341305_332933,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5056,0.5,89.0,0.5,0.0
2hop__731228_609866,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,86.0,0.5,0.0
2hop__693444_220151,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3222,0.5,90.0,0.5,0.0
2hop__235471_565925,chunk_packed_96,chunk,packed,0.0,0.5,0.0,0.382,0.5,89.0,0.5,0.0
2hop__310456_846599,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,83.0,0.5,0.0
2hop__335418_279684,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.2738,0.5,84.0,1.0,1.0
2hop__191125_781346,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.25,0.5,84.0,0.5,0.0
2hop__475070_532404,chunk_packed_96,chunk,packed,0.0,0.0,1.0,1.0,1.0,96.0,1.0,1.0
2hop__700093_455653,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3368,0.5,95.0,0.5,0.0
2hop__512773_346751,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.6458,0.5,96.0,0.5,0.0
2hop__411091_625230,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,85.0,0.5,0.0
2hop__423972_540249,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.6477,0.5,88.0,1.0,1.0
2hop__455158_247871,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.6333,1.0,90.0,1.0,1.0
2hop__189094_612080,chunk_packed_96,chunk,packed,0.0,0.8,0.0,0.4464,0.5,56.0,0.5,0.0
2hop__765678_310556,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4167,0.5,84.0,0.5,0.0
2hop__304852_758385,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5647,0.5,85.0,0.5,0.0
2hop__628752_538661,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5652,0.5,92.0,0.5,0.0
2hop__661847_288421,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5132,0.5,76.0,0.5,0.0
2hop__496732_658428,chunk_packed_96,chunk,packed,0.0,0.5,0.0,0.2955,0.5,88.0,0.5,0.0
2hop__175175_347233,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3049,0.5,82.0,0.5,0.0
2hop__496961_554601,chunk_packed_96,chunk,packed,0.0,0.4,1.0,0.3731,0.5,67.0,1.0,1.0
2hop__274110_413723,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0
2hop__231890_595414,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,81.0,0.5,0.0
2hop__342746_679190,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0
2hop__860241_766393,chunk_packed_96,chunk,packed,1.0,1.0,1.0,0.3333,0.5,93.0,0.5,0.0
2hop__29368_29376,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0
2hop__29367_29376,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0
2hop__21075_5028,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.6471,0.5,85.0,1.0,1.0
2hop__557411_652060,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0
2hop__677929_696450,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3936,0.5,94.0,0.5,0.0
2hop__132909_33564,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4421,0.5,95.0,0.5,0.0
2hop__199216_33564,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,96.0,0.5,0.0
2hop__133241_33564,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,96.0,0.5,0.0
2hop__636597_480615,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3913,0.5,92.0,0.5,0.0
2hop__373759_136043,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0
2hop__709357_136043,chunk_packed_96,chunk,packed,0.0,0.0,0.0,1.0,0.5,82.0,1.0,1.0
2hop__32254_84601,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.7204,0.5,93.0,1.0,1.0
2hop__471509_136043,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.0,0.0,88.0,1.0,1.0
2hop__87589_362941,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,71.0,0.5,0.0
2hop__61318_362941,chunk_packed_96,chunk,packed,0.0,0.0,0.0,1.0,0.5,40.0,0.5,0.0
2hop__20268_42004,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,80.0,1.0,1.0
2hop__159902_362941,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0
2hop__42027_42004,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,80.0,1.0,1.0
2hop__648648_173389,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.6164,0.5,73.0,0.5,0.0
2hop__477492_240386,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,64.0,0.5,0.0
2hop__776377_857193,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,56.0,0.5,0.0
2hop__29752_814677,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0
2hop__77601_814677,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,78.0,1.0,1.0
2hop__497191_129669,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5278,0.5,72.0,0.5,0.0
2hop__311694_129669,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3125,0.5,96.0,0.5,0.0
2hop__819974_129669,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5513,0.5,78.0,0.5,0.0
2hop__199513_13732,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.7529,0.5,85.0,1.0,1.0
2hop__13731_801817,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0
2hop__865961_159109,chunk_packed_96,chunk,packed,0.0,0.0,0.0,1.0,0.5,51.0,0.5,0.0
2hop__728887_159109,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,96.0,0.5,0.0
2hop__827995_159109,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3448,0.5,87.0,0.5,0.0
2hop__159215_779396,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,85.0,0.5,0.0
2hop__119423_779396,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,94.0,0.5,0.0
2hop__115515_779396,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,74.0,0.5,0.0
2hop__665660_135481,chunk_packed_96,chunk,packed,1.0,1.0,1.0,0.52,0.5,75.0,1.0,1.0
2hop__201704_135481,chunk_packed_96,chunk,packed,1.0,1.0,1.0,0.4615,0.5,78.0,1.0,1.0
2hop__861157_135481,chunk_packed_96,chunk,packed,1.0,1.0,1.0,0.0,0.0,78.0,1.0,1.0
2hop__495316_660579,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.2444,0.5,90.0,0.5,0.0
2hop__478978_124498,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,91.0,0.5,0.0
2hop__543853_124498,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,58.0,0.5,0.0
2hop__335899_124498,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.2111,0.5,90.0,0.5,0.0
2hop__517145_367341,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3263,0.5,95.0,0.5,0.0
2hop__92051_827343,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0
2hop__89764_827343,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5217,0.5,92.0,0.5,0.0
2hop__59048_827343,chunk_packed_96,chunk,packed,0.0,0.5,0.0,0.0,0.0,92.0,0.0,0.0
2hop__14121_15463,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,73.0,1.0,1.0
2hop__817096_15463,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0
2hop__14095_15463,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,73.0,1.0,1.0
2hop__485221_544917,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5882,0.5,85.0,0.5,0.0
2hop__198459_61845,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5978,0.5,92.0,0.5,0.0
2hop__563476_61845,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0
2hop__622308_61845,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0
2hop__135653_669373,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,82.0,0.5,0.0
2hop__135652_669373,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,82.0,0.5,0.0
2hop__135651_669373,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,90.0,0.5,0.0
2hop__256336_714772,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0
2hop__199513_801817,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,96.0,0.5,0.0
2hop__391857_162018,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3896,0.5,77.0,0.5,0.0
2hop__645448_77615,chunk_packed_96,chunk,packed,1.0,1.0,1.0,0.0,0.0,80.0,1.0,1.0
2hop__123104_77615,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3587,0.5,92.0,1.0,1.0
2hop__701525_342810,chunk_packed_96,chunk,packed,0.0,0.5,0.0,0.2529,0.5,87.0,0.5,0.0
2hop__668407_683671,chunk_packed_96,chunk,packed,1.0,1.0,1.0,0.686,0.5,86.0,1.0,1.0
2hop__286093_361551,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,93.0,0.5,0.0
2hop__124592_402641,chunk_packed_96,chunk,packed,1.0,1.0,1.0,1.0,1.0,92.0,1.0,1.0
2hop__256553_617289,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.0,0.0,94.0,0.0,0.0
2hop__124412_402641,chunk_packed_96,chunk,packed,0.0,0.5,0.0,0.0,0.0,92.0,1.0,1.0
2hop__706637_93362,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0
2hop__780652_93362,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,92.0,0.5,0.0
2hop__771727_93362,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5165,0.5,91.0,0.5,0.0
2hop__499003_853511,chunk_packed_96,chunk,packed,0.0,0.5,0.0,0.0,0.0,71.0,0.5,0.0
2hop__822965_165304,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.2247,0.5,89.0,0.5,0.0
2hop__156085_436709,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.6458,0.5,96.0,0.5,0.0
2hop__31585_61048,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,72.0,0.5,0.0
2hop__94507_654855,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3214,0.5,84.0,0.5,0.0
2hop__82858_654855,chunk_packed_96,chunk,packed,0.0,0.6667,1.0,0.1412,0.5,85.0,1.0,1.0
2hop__62823_654855,chunk_packed_96,chunk,packed,0.0,0.6667,0.0,0.7442,0.5,86.0,0.5,0.0
2hop__827755_156034,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3736,0.5,91.0,0.5,0.0
2hop__800166_156034,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.6,0.5,95.0,0.5,0.0
2hop__742831_156034,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.7294,0.5,85.0,0.5,0.0
2hop__50910_177869,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,96.0,0.5,0.0
2hop__82270_177869,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,93.0,0.5,0.0
2hop__76314_177869,chunk_packed_96,chunk,packed,1.0,1.0,1.0,0.3125,0.5,96.0,0.5,0.0
2hop__401710_456439,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,72.0,0.5,0.0
2hop__613959_135844,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,73.0,0.5,0.0
2hop__258940_135844,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.2159,0.5,88.0,0.5,0.0
2hop__747894_135844,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4535,0.5,86.0,0.5,0.0
2hop__16581_16525,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,84.0,1.0,1.0
2hop__640262_122868,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3837,0.5,86.0,0.5,0.0
2hop__632234_122868,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3375,0.5,80.0,0.5,0.0
2hop__849534_122868,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4478,0.5,67.0,0.5,0.0
2hop__83460_456238,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.1354,0.5,96.0,1.0,1.0
2hop__89991_58067,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3298,0.5,94.0,0.5,0.0
2hop__160223_58067,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0
2hop__158010_58067,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0
2hop__439614_349102,chunk_packed_96,chunk,packed,1.0,1.0,0.0,1.0,1.0,93.0,1.0,1.0
2hop__747758_58067,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0
2hop__77775_162341,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,85.0,0.5,0.0
2hop__55966_162341,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0
2hop__43776_162341,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0
2hop__703493_162341,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,89.0,0.5,0.0
2hop__153573_44085,chunk_packed_96,chunk,packed,1.0,1.0,0.0,0.0,0.0,85.0,0.5,0.0
2hop__153573_109006,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,85.0,0.5,0.0
2hop__153573_45901,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.3854,0.5,96.0,0.5,0.0
2hop__551235_310309,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.6667,0.5,90.0,0.5,0.0
2hop__7046_44085,chunk_packed_96,chunk,packed,1.0,1.0,1.0,0.0,0.0,74.0,0.5,0.0
2hop__488811_30078,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,91.0,0.5,0.0
2hop__150866_11402,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.5521,0.5,96.0,1.0,1.0
2hop__488811_30113,chunk_packed_96,chunk,packed,0.0,0.0,0.0,1.0,1.0,70.0,1.0,1.0
2hop__488811_30110,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3378,0.5,74.0,0.5,0.0
2hop__257831_123283,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,80.0,0.5,0.0
2hop__40270_11402,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4375,0.5,80.0,0.5,0.0
2hop__847433_11402,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.5114,0.5,88.0,1.0,1.0
2hop__208602_11402,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.0,0.0,80.0,0.5,0.0
2hop__567471_123283,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.2043,0.5,93.0,0.5,0.0
2hop__574496_123283,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0
2hop__8347_8311,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3647,1.0,85.0,1.0,1.0
2hop__71034_343058,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,81.0,0.5,0.0
2hop__109131_343058,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4167,0.5,96.0,0.5,0.0
2hop__56851_343058,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,95.0,0.5,0.0
2hop__14092_8311,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,78.0,0.5,0.0
2hop__422295_8311,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.686,0.5,86.0,0.5,0.0
2hop__176712_8311,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5857,0.5,70.0,1.0,1.0
2hop__159741_161674,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,89.0,0.5,0.0
2hop__159741_40169,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.7391,0.5,92.0,0.5,0.0
2hop__88906_55840,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,64.0,0.5,0.0
2hop__71755_463572,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0
2hop__67956_463572,chunk_packed_96,chunk,packed,0.0,0.5,0.0,0.0,0.0,80.0,0.0,0.0
2hop__398344_85513,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3372,0.5,86.0,0.5,0.0
2hop__42578_55840,chunk_packed_96,chunk,packed,1.0,1.0,1.0,0.0,0.0,67.0,0.5,0.0
2hop__28203_55840,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.0,0.0,67.0,0.5,0.0
2hop__64323_55840,chunk_packed_96,chunk,packed,1.0,1.0,1.0,0.0,0.0,67.0,1.0,1.0
2hop__85713_84469,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5938,0.5,96.0,0.5,0.0
2hop__79875_84469,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,96.0,0.5,0.0
2hop__79875_72187,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,95.0,0.5,0.0
2hop__85713_72187,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,91.0,0.5,0.0
2hop__204146_850295,chunk_packed_96,chunk,packed,0.0,0.0,0.0,1.0,0.5,81.0,0.5,0.0
2hop__28287_89399,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.0,0.0,85.0,0.5,0.0
2hop__84103_345851,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,85.0,0.5,0.0
2hop__142621_225454,chunk_packed_96,chunk,packed,0.0,0.5,0.0,0.4062,0.5,96.0,0.5,0.0
2hop__86689_728109,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0
2hop__38828_89399,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,88.0,0.5,0.0
2hop__587048_621800,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.44,0.5,75.0,0.5,0.0
2hop__86458_20273,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5806,1.0,93.0,1.0,1.0
2hop__609313_20273,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3108,0.5,74.0,1.0,1.0
2hop__799936_20273,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4643,0.5,84.0,0.5,0.0
2hop__13986_161674,chunk_packed_96,chunk,packed,1.0,1.0,0.0,0.0,0.0,93.0,0.5,0.0
2hop__433694_20273,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5909,0.5,88.0,0.5,0.0
2hop__13986_40169,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,80.0,0.5,0.0
2hop__25344_88628,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.0,0.0,90.0,0.0,0.0
2hop__657913_88628,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3333,0.5,96.0,0.5,0.0
2hop__734057_88628,chunk_packed_96,chunk,packed,0.0,0.0,0.0,1.0,0.5,75.0,1.0,1.0
2hop__95878_88628,chunk_packed_96,chunk,packed,0.0,0.6667,1.0,0.0,0.0,90.0,0.5,0.0
2hop__726892_131968,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,70.0,0.5,0.0
2hop__693157_131890,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0
2hop__611178_131968,chunk_packed_96,chunk,packed,0.0,0.0,0.0,1.0,0.5,67.0,1.0,1.0
2hop__728969_131890,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4444,0.5,45.0,0.5,0.0
2hop__30032_46621,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.6354,0.5,96.0,0.5,0.0
2hop__135822_46621,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0
2hop__581084_828685,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.2234,0.5,94.0,1.0,1.0
2hop__40697_46621,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.3646,0.5,96.0,0.5,0.0
2hop__157737_46621,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.3646,0.5,96.0,0.5,0.0
2hop__39063_212301,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0
2hop__25396_593388,chunk_packed_96,chunk,packed,0.0,0.0,0.0,1.0,0.5,82.0,1.0,1.0
2hop__25396_212301,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,89.0,0.5,0.0
2hop__39063_593388,chunk_packed_96,chunk,packed,0.0,0.0,0.0,1.0,0.5,84.0,0.5,0.0
2hop__153532_72380,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5139,0.5,72.0,0.5,0.0
2hop__619265_72380,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,70.0,0.5,0.0
2hop__37765_85990,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
2hop__623501_297043,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.5682,0.5,88.0,0.5,0.0
2hop__46550_85990,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.6559,0.5,93.0,0.5,0.0
2hop__30741_85990,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0
2hop__66149_85990,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.4894,0.5,94.0,1.0,1.0
2hop__216535_370666,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.3871,0.5,93.0,0.5,0.0
2hop__846388_19320,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,61.0,0.5,0.0
2hop__91211_90973,chunk_packed_96,chunk,packed,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0
2hop__48033_90973,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.0,0.0,91.0,0.5,0.0
2hop__64175_90973,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.0,0.0,91.0,0.0,0.0
2hop__50936_90973,chunk_packed_96,chunk,packed,0.0,0.0,1.0,0.2198,0.5,91.0,0.5,0.0
