qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
2hop__73615_16848,ace_mmr_160,ace,mmr,0.0,0.1429,0.0,0.2,0.0,0.0,146.0,0.5,0.0
2hop__73615_42173,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.5,0.0
2hop__238499_431914,ace_mmr_160,ace,mmr,1.0,1.0,1.0,1.0,0.85,1.0,160.0,1.0,1.0
2hop__16844_42173,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.5,0.0
2hop__311931_417706,ace_mmr_160,ace,mmr,0.0,0.5,0.0,0.5,0.25,0.5,152.0,0.5,0.0
2hop__16844_20510,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.5,0.0
2hop__73615_20510,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.5,0.0
2hop__593397_224832,ace_mmr_160,ace,mmr,1.0,1.0,1.0,1.0,0.2078,0.5,154.0,0.5,0.0
2hop__156658_155922,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.5,1.0,0.5,23.0,0.5,0.0
2hop__814408_155922,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.5,0.0,0.0,23.0,0.5,0.0
2hop__155781_155922,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.5,0.0,0.0,25.0,0.5,0.0
2hop__81682_707195,ace_mmr_160,ace,mmr,0.0,0.0,1.0,1.0,0.2126,0.5,127.0,0.5,0.0
2hop__852657_155922,ace_mmr_160,ace,mmr,1.0,1.0,1.0,1.0,0.7532,0.5,154.0,1.0,1.0
2hop__149862_108549,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.275,0.5,160.0,0.5,0.0
2hop__669456_108549,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.5,0.3924,0.5,158.0,0.5,0.0
2hop__358270_108549,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0
2hop__149983_108549,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0
2hop__608902_653666,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.3333,0.1852,0.5,135.0,0.5,0.0
2hop__149710_108549,ace_mmr_160,ace,mmr,0.0,0.0,1.0,1.0,0.2766,0.5,141.0,1.0,1.0
2hop__61664_786853,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0
2hop__60686_229757,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.5,0.0
2hop__55032_786853,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0
2hop__67660_158861,ace_mmr_160,ace,mmr,0.0,0.0,1.0,1.0,0.0,0.0,133.0,0.0,0.0
2hop__63483_786853,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.5,0.0
2hop__67660_81007,ace_mmr_160,ace,mmr,1.0,1.0,1.0,1.0,0.0,0.0,154.0,0.0,0.0
2hop__825727_584042,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.2465,0.5,142.0,0.5,0.0
2hop__91667_67223,ace_mmr_160,ace,mmr,0.0,0.5,0.0,0.5,0.2288,0.5,153.0,0.5,0.0
2hop__91667_81007,ace_mmr_160,ace,mmr,1.0,1.0,1.0,1.0,0.0,0.0,154.0,0.0,0.0
2hop__245835_762148,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.2857,0.5,133.0,0.5,0.0
2hop__67660_67223,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.5,0.0,0.0,133.0,0.0,0.0
2hop__152052_141308,ace_mmr_160,ace,mmr,0.0,0.5,1.0,1.0,1.0,0.5,156.0,0.5,0.0
2hop__151705_141308,ace_mmr_160,ace,mmr,0.0,0.8,1.0,1.0,0.0,0.0,156.0,0.5,0.0
2hop__501624_181960,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.25,0.1699,0.5,153.0,0.5,0.0
2hop__152700_141308,ace_mmr_160,ace,mmr,0.0,0.5,1.0,1.0,0.3089,0.5,123.0,1.0,1.0
2hop__596188_297986,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.5,0.2113,0.5,142.0,0.5,0.0
2hop__151750_141308,ace_mmr_160,ace,mmr,0.0,0.5,1.0,1.0,0.6458,0.5,144.0,1.0,1.0
2hop__152027_141308,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.5,0.0
2hop__157498_127908,ace_mmr_160,ace,mmr,1.0,1.0,0.0,0.6667,0.4126,0.5,143.0,0.5,0.0
2hop__179149_396277,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.2069,0.5,145.0,0.5,0.0
2hop__448615_127908,ace_mmr_160,ace,mmr,0.0,0.4,1.0,1.0,0.349,0.5,149.0,0.5,0.0
2hop__423874_128023,ace_mmr_160,ace,mmr,0.0,0.4,0.0,0.3333,0.3812,0.5,160.0,0.5,0.0
2hop__108158_83769,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.3333,0.5,135.0,0.5,0.0
2hop__72118_83769,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0
2hop__72686_83769,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.1611,0.5,149.0,0.5,0.0
2hop__424908_500483,ace_mmr_160,ace,mmr,0.0,0.0,1.0,1.0,0.7181,1.0,149.0,1.0,1.0
2hop__646573_83769,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.3333,0.5,135.0,0.5,0.0
2hop__169443_83769,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.6779,0.5,149.0,0.5,0.0
2hop__394720_120259,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.3401,0.5,147.0,0.5,0.0
2hop__88953_64006,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.3333,0.0,0.0,152.0,0.5,0.0
2hop__315072_120259,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0
2hop__511454_120259,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0
2hop__603365_120259,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,1.0,0.5,156.0,0.5,0.0
2hop__5190_64006,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0
2hop__107185_64006,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.3333,0.0,0.0,155.0,0.5,0.0
2hop__418941_429437,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.5,0.2237,0.5,152.0,0.5,0.0
2hop__62951_64006,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.3333,0.4079,0.5,152.0,0.5,0.0
2hop__575188_342798,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.6667,0.1382,0.5,152.0,0.5,0.0
2hop__691455_64006,ace_mmr_160,ace,mmr,0.0,0.0,1.0,1.0,0.2532,0.5,158.0,0.5,0.0
2hop__64372_83289,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.5,0.0
2hop__88406_83289,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,1.0,0.5,129.0,0.5,0.0
2hop__194469_83289,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.5,0.0
2hop__586343_83289,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1.0,1.0
2hop__91626_96912,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.3333,0.2756,0.5,156.0,0.5,0.0
2hop__179322_83289,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.0,1.0,0.5,129.0,0.5,0.0
2hop__20536_96912,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.3333,0.4898,0.5,147.0,0.5,0.0
2hop__865828_377862,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.5,0.2517,0.5,151.0,0.5,0.0
2hop__749997_96912,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.6667,0.2517,0.5,151.0,0.5,0.0
2hop__690412_526810,ace_mmr_160,ace,mmr,0.0,0.0,0.0,0.3333,0.2342,0.5,158.0,0.5,0.0
2hop__460946_294723,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.5,0.0
2hop__252311_366220,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0
2hop__701895_752697,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2867,0.5,150.0,0.5,0.0
2hop__259228_793698,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0
2hop__481349_302087,ace_submod_160,ace,submod,0.0,0.5,0.0,0.5,0.3028,0.5,142.0,0.5,0.0
2hop__697790_864352,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
2hop__207476_625987,ace_submod_160,ace,submod,0.0,0.0,0.0,0.3333,0.24,0.5,150.0,0.5,0.0
2hop__390947_232243,ace_submod_160,ace,submod,0.0,0.8,1.0,1.0,0.3529,1.0,153.0,1.0,1.0
2hop__354635_174222,ace_submod_160,ace,submod,0.0,0.0,0.0,0.3333,0.0,0.0,151.0,0.5,0.0
2hop__635187_861533,ace_submod_160,ace,submod,0.0,0.0,0.0,0.3333,0.8345,0.5,139.0,0.5,0.0
2hop__166824_185403,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2199,0.5,141.0,0.5,0.0
2hop__698577_851686,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.4933,0.5,150.0,0.5,0.0
2hop__362107_652514,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.3571,0.5,140.0,0.5,0.0
2hop__402530_774333,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.178,0.5,118.0,0.5,0.0
2hop__195917_575657,ace_submod_160,ace,submod,0.0,0.5,0.0,0.5,0.1168,0.5,137.0,0.5,0.0
2hop__683835_709167,ace_submod_160,ace,submod,0.0,0.2,0.0,0.2857,0.5101,0.5,149.0,0.5,0.0
2hop__197470_271394,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2264,1.0,159.0,1.0,1.0
2hop__458131_174974,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.3038,0.5,158.0,0.5,0.0
2hop__299142_347613,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.1761,0.5,159.0,0.5,0.0
2hop__528263_865831,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.4662,0.5,148.0,0.5,0.0
2hop__569582_304416,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.7375,1.0,160.0,1.0,1.0
2hop__505860_650613,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2313,0.5,147.0,0.5,0.0
2hop__821197_368148,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.5732,1.0,157.0,1.0,1.0
2hop__554167_451128,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.4752,0.5,141.0,0.5,0.0
2hop__702496_430061,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.38,0.5,150.0,0.5,0.0
2hop__549146_223121,ace_submod_160,ace,submod,0.0,0.0,0.0,0.3333,0.2857,0.5,119.0,0.5,0.0
2hop__647996_551681,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.3231,0.5,130.0,0.5,0.0
2hop__673655_316668,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2065,0.5,155.0,0.5,0.0
2hop__574419_270105,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.25,0.5,160.0,0.5,0.0
2hop__403712_793210,ace_submod_160,ace,submod,0.0,0.2857,1.0,1.0,0.6129,1.0,155.0,1.0,1.0
2hop__832795_350510,ace_submod_160,ace,submod,0.0,0.4,0.0,0.5,0.1973,0.5,147.0,0.5,0.0
2hop__744055_408817,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.1519,0.5,158.0,0.5,0.0
2hop__726717_610238,ace_submod_160,ace,submod,0.0,0.4444,0.0,0.75,0.2075,0.5,159.0,1.0,1.0
2hop__499577_617190,ace_submod_160,ace,submod,0.0,0.0,0.0,0.3333,0.49,0.5,100.0,0.5,0.0
2hop__685280_510757,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.5,0.0
2hop__341305_332933,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.1915,0.5,141.0,0.5,0.0
2hop__731228_609866,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.2812,0.5,160.0,0.5,0.0
2hop__693444_220151,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.5448,0.5,134.0,0.5,0.0
2hop__235471_565925,ace_submod_160,ace,submod,0.0,0.5,0.0,0.5,0.2615,0.5,130.0,0.5,0.0
2hop__310456_846599,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2177,0.5,147.0,0.5,0.0
2hop__335418_279684,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.162,0.5,142.0,0.5,0.0
2hop__191125_781346,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.25,0.5,84.0,0.5,0.0
2hop__475070_532404,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.6857,1.0,140.0,1.0,1.0
2hop__700093_455653,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.3309,0.5,139.0,0.5,0.0
2hop__512773_346751,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.4397,0.5,141.0,0.5,0.0
2hop__411091_625230,ace_submod_160,ace,submod,0.0,0.5,0.0,0.5,0.4522,0.5,157.0,0.5,0.0
2hop__423972_540249,ace_submod_160,ace,submod,0.0,0.6667,0.0,0.6667,0.38,0.5,150.0,0.5,0.0
2hop__455158_247871,ace_submod_160,ace,submod,1.0,1.0,1.0,1.0,0.4713,1.0,157.0,1.0,1.0
2hop__189094_612080,ace_submod_160,ace,submod,0.0,0.8,0.0,0.3333,0.4464,0.5,56.0,0.5,0.0
2hop__765678_310556,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.2692,0.5,130.0,0.5,0.0
2hop__304852_758385,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.1409,0.5,149.0,0.5,0.0
2hop__628752_538661,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.3714,0.5,140.0,0.5,0.0
2hop__661847_288421,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2746,0.5,142.0,0.5,0.0
2hop__496732_658428,ace_submod_160,ace,submod,0.0,0.5,0.0,0.5,0.2385,0.5,109.0,0.5,0.0
2hop__175175_347233,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.2893,0.5,159.0,0.5,0.0
2hop__496961_554601,ace_submod_160,ace,submod,0.0,0.4,1.0,1.0,0.3716,1.0,148.0,1.0,1.0
2hop__274110_413723,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0
2hop__231890_595414,ace_submod_160,ace,submod,0.0,0.5,0.0,0.5,0.2405,0.5,158.0,0.5,0.0
2hop__342746_679190,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0
2hop__860241_766393,ace_submod_160,ace,submod,0.0,0.0,0.0,0.25,0.5106,0.5,141.0,0.5,0.0
2hop__29368_29376,ace_submod_160,ace,submod,0.0,0.0,0.0,1.0,0.0,0.0,145.0,0.0,0.0
2hop__29367_29376,ace_submod_160,ace,submod,0.0,0.0,0.0,0.25,0.0,0.0,134.0,0.0,0.0
2hop__21075_5028,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.314,0.5,121.0,0.5,0.0
2hop__557411_652060,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0
2hop__677929_696450,ace_submod_160,ace,submod,0.0,0.5,0.0,0.5,0.2418,0.5,153.0,0.5,0.0
2hop__132909_33564,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.4626,0.5,147.0,0.5,0.0
2hop__199216_33564,ace_submod_160,ace,submod,0.0,0.0,0.0,0.25,0.0,0.0,157.0,0.5,0.0
2hop__133241_33564,ace_submod_160,ace,submod,0.0,0.0,0.0,0.25,0.0,0.0,157.0,0.5,0.0
2hop__636597_480615,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2368,0.5,152.0,0.5,0.0
2hop__373759_136043,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.3916,0.5,143.0,0.5,0.0
2hop__709357_136043,ace_submod_160,ace,submod,0.0,0.6667,1.0,1.0,0.7655,1.0,145.0,1.0,1.0
2hop__32254_84601,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.5,0.0
2hop__471509_136043,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.8105,1.0,153.0,1.0,1.0
2hop__87589_362941,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0
2hop__61318_362941,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2532,0.5,158.0,0.5,0.0
2hop__20268_42004,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.7676,1.0,142.0,1.0,1.0
2hop__159902_362941,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0
2hop__42027_42004,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0
2hop__648648_173389,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.3,0.5,140.0,0.5,0.0
2hop__477492_240386,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.0,0.0,121.0,0.0,0.0
2hop__776377_857193,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.3776,0.5,143.0,0.5,0.0
2hop__29752_814677,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.0,0.0,156.0,0.5,0.0
2hop__77601_814677,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.2555,0.5,137.0,1.0,1.0
2hop__497191_129669,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.255,0.5,149.0,0.5,0.0
2hop__311694_129669,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.1887,0.5,159.0,0.5,0.0
2hop__819974_129669,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.6094,0.5,128.0,0.5,0.0
2hop__199513_13732,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.1847,0.5,157.0,0.5,0.0
2hop__13731_801817,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0
2hop__865961_159109,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.3377,0.5,151.0,0.5,0.0
2hop__728887_159109,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0
2hop__827995_159109,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.4645,0.5,155.0,0.5,0.0
2hop__159215_779396,ace_submod_160,ace,submod,0.0,0.0,0.0,0.6667,0.2923,0.5,130.0,0.5,0.0
2hop__119423_779396,ace_submod_160,ace,submod,0.0,0.0,0.0,0.3333,0.1765,0.5,153.0,0.5,0.0
2hop__115515_779396,ace_submod_160,ace,submod,0.0,0.0,0.0,0.3333,0.0,0.0,153.0,0.5,0.0
2hop__665660_135481,ace_submod_160,ace,submod,1.0,1.0,1.0,1.0,0.2671,0.5,146.0,1.0,1.0
2hop__201704_135481,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.2532,0.5,154.0,1.0,1.0
2hop__861157_135481,ace_submod_160,ace,submod,1.0,1.0,1.0,1.0,0.806,1.0,134.0,1.0,1.0
2hop__495316_660579,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.1486,0.5,148.0,0.5,0.0
2hop__478978_124498,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.3481,0.5,158.0,0.5,0.0
2hop__543853_124498,ace_submod_160,ace,submod,0.0,0.5,1.0,1.0,0.3401,0.5,147.0,0.5,0.0
2hop__335899_124498,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.1187,0.5,160.0,0.5,0.0
2hop__517145_367341,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.1987,0.5,156.0,0.5,0.0
2hop__92051_827343,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.0,0.0,151.0,0.0,0.0
2hop__89764_827343,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.0,0.0,142.0,0.5,0.0
2hop__59048_827343,ace_submod_160,ace,submod,0.0,0.5,0.0,0.5,0.0,0.0,151.0,0.0,0.0
2hop__14121_15463,ace_submod_160,ace,submod,1.0,1.0,1.0,1.0,0.465,0.5,157.0,1.0,1.0
2hop__817096_15463,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0
2hop__14095_15463,ace_submod_160,ace,submod,1.0,1.0,1.0,1.0,1.0,1.0,157.0,1.0,1.0
2hop__485221_544917,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.4098,0.5,122.0,0.5,0.0
2hop__198459_61845,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.3741,0.5,147.0,1.0,1.0
2hop__563476_61845,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.4412,0.5,136.0,0.5,0.0
2hop__622308_61845,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0
2hop__135653_669373,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.5,0.0
2hop__135652_669373,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.5,0.0
2hop__135651_669373,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.5,0.0
2hop__256336_714772,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0
2hop__199513_801817,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.5,0.0
2hop__391857_162018,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2113,0.5,142.0,0.5,0.0
2hop__645448_77615,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0
2hop__123104_77615,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.2683,0.5,123.0,1.0,1.0
2hop__701525_342810,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.1732,0.5,127.0,0.5,0.0
2hop__668407_683671,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.602,0.5,98.0,1.0,1.0
2hop__286093_361551,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.197,0.5,132.0,0.5,0.0
2hop__124592_402641,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.4868,1.0,152.0,1.0,1.0
2hop__256553_617289,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.0,0.0,127.0,0.5,0.0
2hop__124412_402641,ace_submod_160,ace,submod,1.0,1.0,0.0,0.5,0.7532,1.0,154.0,1.0,1.0
2hop__706637_93362,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0
2hop__780652_93362,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2885,0.5,156.0,0.5,0.0
2hop__771727_93362,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.6911,0.5,123.0,0.5,0.0
2hop__499003_853511,ace_submod_160,ace,submod,0.0,0.5,0.0,0.5,0.4481,0.5,154.0,0.5,0.0
2hop__822965_165304,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.1504,0.5,133.0,0.5,0.0
2hop__156085_436709,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.363,0.5,146.0,0.5,0.0
2hop__31585_61048,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.2431,0.5,144.0,0.5,0.0
2hop__94507_654855,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.0,0.0,141.0,0.0,0.0
2hop__82858_654855,ace_submod_160,ace,submod,0.0,0.6667,1.0,1.0,0.0,0.0,149.0,0.0,0.0
2hop__62823_654855,ace_submod_160,ace,submod,0.0,0.0,0.0,0.25,0.0,0.0,135.0,0.5,0.0
2hop__827755_156034,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.2179,0.5,156.0,0.5,0.0
2hop__800166_156034,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.1625,0.5,160.0,0.5,0.0
2hop__742831_156034,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.4627,0.5,134.0,0.5,0.0
2hop__50910_177869,ace_submod_160,ace,submod,1.0,1.0,1.0,1.0,0.5867,0.5,150.0,0.5,0.0
2hop__82270_177869,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.5,0.0
2hop__76314_177869,ace_submod_160,ace,submod,1.0,1.0,1.0,1.0,0.0,0.0,151.0,1.0,1.0
2hop__401710_456439,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2741,0.5,135.0,0.5,0.0
2hop__613959_135844,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.3611,0.5,144.0,0.5,0.0
2hop__258940_135844,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.1203,0.5,158.0,0.5,0.0
2hop__747894_135844,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.2468,0.5,158.0,0.5,0.0
2hop__16581_16525,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0
2hop__640262_122868,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.2463,0.5,134.0,0.5,0.0
2hop__632234_122868,ace_submod_160,ace,submod,0.0,0.0,0.0,0.5,0.2045,0.5,132.0,0.5,0.0
2hop__849534_122868,ace_submod_160,ace,submod,0.0,0.5,0.0,0.5,0.229,0.5,131.0,0.5,0.0
2hop__83460_456238,ace_submod_160,ace,submod,0.0,0.0,0.0,1.0,0.2323,0.5,155.0,0.5,0.0
2hop__89991_58067,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0
2hop__160223_58067,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0
2hop__158010_58067,ace_submod_160,ace,submod,0.0,0.0,0.0,0.3333,0.0,0.0,142.0,0.0,0.0
2hop__439614_349102,ace_submod_160,ace,submod,0.0,0.6667,1.0,1.0,0.4786,1.0,140.0,1.0,1.0
2hop__747758_58067,ace_submod_160,ace,submod,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0
2hop__77775_162341,ace_submod_160,ace,submod,0.0,0.7692,0.0,0.7143,0.4575,0.5,153.0,0.5,0.0
2hop__55966_162341,ace_submod_160,ace,submod,0.0,0.0,0.0,0.4286,0.0,0.0,147.0,0.0,0.0
2hop__43776_162341,ace_submod_160,ace,submod,0.0,0.0,1.0,1.0,0.2727,0.5,121.0,0.5,0.0
